Name,CASRN_DTXSID,Identifier,SMILES_DTXSID,SMILES,MolecularFormula,MonoisotopicMass,InChI,InChIKey,DTXCID_MSready,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MGperKG_BWperDAY,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,KEMIMARKET,MASSBANKREF,NORMANPRI,STOFFIDENT,TOXCAST
SCHEMBL1150739,61033-11-2,DTXSID80484960,CCCC1=NC2=C(N1)C(=O)NC(=O)N2,CCCC1=NC2=C(N1)C(=O)NC(=O)N2,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-2-3-4-9-5-6(10-4)11-8(14)12-7(5)13/h2-3H2,1H3,(H3,9,10,11,12,13,14)",DEDHQVXKYCLMFM-UHFFFAOYSA-N,DTXCID80435770,-,1,-,-,8,-,-,-,-,-,-
"5,6-dimethylpyrazine-2,3-dicarboxamide",80356-88-3,DTXSID80296545,CC1=C(C)N=C(C(N)=O)C(=N1)C(N)=O,CC1=C(C)N=C(C(N)=O)C(=N1)C(N)=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-3-4(2)12-6(8(10)14)5(11-3)7(9)13/h1-2H3,(H2,9,13)(H2,10,14)",DJSILGJMLRLGMU-UHFFFAOYSA-N,DTXCID30247683,-,2,-,-,14,-,-,-,-,-,-
STK177232,61080-28-2,DTXSID80360331,CN1C(C)=NC2=C1NC(=O)N(C)C2=O,CN1C(C)=NC2=C1NC(=O)N(C)C2=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-4-9-5-6(11(4)2)10-8(14)12(3)7(5)13/h1-3H3,(H,10,14)",DQPSWAZGLXRDIE-UHFFFAOYSA-N,DTXCID20311382,-,1,-,-,19,-,-,-,-,-,-
BAS 00444344,61080-61-3,DTXSID40360332,CCC1=NC2=C(N1)C(=O)N(C)C(=O)N2,CCC1=NC2=C(N1)C(=O)N(C)C(=O)N2,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-3-4-9-5-6(10-4)11-8(14)12(2)7(5)13/h3H2,1-2H3,(H,9,10)(H,11,14)",DTUSNDZKKOKDJY-UHFFFAOYSA-N,DTXCID80311383,-,1,-,-,16,-,-,-,-,-,-
1-Oxa-2-azaspiro[4.4]non-2-ene-3-carbonyl azide,61977-79-5,DTXSID10812777,[N-]=[N+]=NC(=O)C1=NOC2(CCCC2)C1,[N-]=[N+]=NC(=O)C1=NOC2(CCCC2)C1,C8H10N4O2,194.0803756,InChI=1S/C8H10N4O2/c9-12-10-7(13)6-5-8(14-11-6)3-1-2-4-8/h1-5H2,DVXUWUQOGBMHLL-UHFFFAOYSA-N,DTXCID70763519,-,1,-,-,4,-,-,-,-,-,-
"3-(Propan-2-yl)-2H-pyrazolo[4,3-d]pyrimidine-5,7(4H,6H)-dione",607729-10-2,DTXSID10582726,CC(C)C1=C2NC(=O)NC(=O)C2=NN1,CC(C)C1=C2NC(=O)NC(=O)C2=NN1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-3(2)4-5-6(12-11-4)7(13)10-8(14)9-5/h3H,1-2H3,(H,11,12)(H2,9,10,13,14)",GBBMQCCFXDEIJH-UHFFFAOYSA-N,DTXCID70533491,-,1,-,-,11,-,-,-,-,-,-
"7-ethyl-3-methyl-1,3,7-trihydropurine-2,6-dione",55242-68-7,DTXSID20325661,CCN1C=NC2=C1C(=O)NC(=O)N2C,CCN1C=NC2=C1C(=O)NC(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-3-12-4-9-6-5(12)7(13)10-8(14)11(6)2/h4H,3H2,1-2H3,(H,10,13,14)",GISWGHGEIIOKGX-UHFFFAOYSA-N,DTXCID50276778,-,2,-,-,21,-,-,-,-,-,-
"alpha-Acetamidrazonium, omega-(p-nitrophenyl)-, thiosulfate",64058-71-5,DTXSID30214234,OS(O)(=O)=S.N\N=C(/N)CC1=CC=C(C=C1)[N+]([O-])=O,NC(CC1=CC=C(C=C1)[N+]([O-])=O)N=N,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-8(11-10)5-6-1-3-7(4-2-6)12(13)14/h1-4,8,10H,5,9H2",GQXIHEBOUWINGD-UHFFFAOYSA-N,DTXCID801018113,-,3,-,-,6,-,-,-,-,-,-
3-Amino-6-(dimethoxymethyl)pyrazine-2-carbonitrile,64440-77-3,DTXSID30504788,COC(OC)C1=CN=C(N)C(=N1)C#N,COC(OC)C1=CN=C(N)C(=N1)C#N,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-13-8(14-2)6-4-11-7(10)5(3-9)12-6/h4,8H,1-2H3,(H2,10,11)",GRYDTRRYQOSEDF-UHFFFAOYSA-N,DTXCID20455598,-,1,-,-,9,-,-,-,-,-,-
"3-[([1,2,4]Triazolo[4,3-b]pyridazin-6-yl)oxy]propan-1-ol",143357-76-0,DTXSID50771233,OCCCOC1=NN2C=NN=C2C=C1,OCCCOC1=NN2C=NN=C2C=C1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c13-4-1-5-14-8-3-2-7-10-9-6-12(7)11-8/h2-3,6,13H,1,4-5H2",HWCJBSYWEDPHBU-UHFFFAOYSA-N,DTXCID10721976,-,1,-,-,6,-,-,-,-,-,-
Propyl (5-cyano-1H-imidazol-4-yl)carbamate,59695-46-4,DTXSID90851604,CCCOC(=O)NC1=C(NC=N1)C#N,CCCOC(=O)NC1=C(NC=N1)C#N,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-2-3-14-8(13)12-7-6(4-9)10-5-11-7/h5H,2-3H2,1H3,(H,10,11)(H,12,13)",INUSNSQSNFKCSB-UHFFFAOYSA-N,DTXCID60802345,-,1,-,-,4,-,-,-,-,-,-
"5-tert-Butyl-1,2-oxazole-3-carbonyl azide",61672-73-9,DTXSID60815293,CC(C)(C)C1=CC(=NO1)C(=O)N=[N+]=[N-],CC(C)(C)C1=CC(=NO1)C(=O)N=[N+]=[N-],C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-8(2,3)6-4-5(11-14-6)7(13)10-12-9/h4H,1-3H3",IOYMMROOELVTSC-UHFFFAOYSA-N,DTXCID20766035,-,1,-,-,4,-,-,-,-,-,-
"1,2-Hydrazinedicarboxamide, N-phenyl-",90141-55-2,DTXSID20355160,NC(=O)NNC(=O)NC1=CC=CC=C1,NC(=O)NNC(=O)NC1=CC=CC=C1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-7(13)11-12-8(14)10-6-4-2-1-3-5-6/h1-5H,(H3,9,11,13)(H2,10,12,14)",IPHUWLIAKXSGLC-UHFFFAOYSA-N,DTXCID90306220,-,1,-,-,24,-,-,-,-,-,-
1-Propylxanthine,104285-82-7,DTXSID10146367,CCCN1C(=O)NC2=C(NC=N2)C1=O,CCCN1C(=O)NC2=C(NC=N2)C1=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-2-3-12-7(13)5-6(10-4-9-5)11-8(12)14/h4H,2-3H2,1H3,(H,9,10)(H,11,14)",IWBONKMODGBEOX-UHFFFAOYSA-N,DTXCID6068858,-,9,-,1,21,-,-,-,-,-,-
"5-(2-Methylpropyl)-1,2-oxazole-3-carbonyl azide",61672-72-8,DTXSID20815294,CC(C)CC1=CC(=NO1)C(=O)N=[N+]=[N-],CC(C)CC1=CC(=NO1)C(=O)N=[N+]=[N-],C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-5(2)3-6-4-7(11-14-6)8(13)10-12-9/h4-5H,3H2,1-2H3",JTIMPRHHNROEPF-UHFFFAOYSA-N,DTXCID80766036,-,1,-,-,4,-,-,-,-,-,-
"3-Ethyl-1-methyl-3,7-dihydro-1H-purine-2,6-dione",125573-05-9,DTXSID30579759,CCN1C2=C(NC=N2)C(=O)N(C)C1=O,CCN1C2=C(NC=N2)C(=O)N(C)C1=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-3-12-6-5(9-4-10-6)7(13)11(2)8(12)14/h4H,3H2,1-2H3,(H,9,10)",JUZUUEGSTBASHX-UHFFFAOYSA-N,DTXCID50530524,-,5,-,-,13,-,-,-,-,-,-
"N,N'-1,3-Phenylenediurea",1135-58-6,DTXSID50579599,NC(=O)NC1=CC(NC(N)=O)=CC=C1,NC(=O)NC1=CC(NC(N)=O)=CC=C1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-7(13)11-5-2-1-3-6(4-5)12-8(10)14/h1-4H,(H3,9,11,13)(H3,10,12,14)",KDLXCXLMLIXKAS-UHFFFAOYSA-N,DTXCID70530364,-,3,-,-,7,-,-,-,-,-,-
(2-Methyl-5-nitrophenyl)guanidine nitrate,152460-08-7,DTXSID40468100,O[N+]([O-])=O.CC1=C(C=C(C=C1)[N+]([O-])=O)N=C(N)N,CC1=CC=C(C=C1N=C(N)N)[N+]([O-])=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-5-2-3-6(12(13)14)4-7(5)11-8(9)10/h2-4H,1H3,(H4,9,10,11)",LAZBONZCMJREIQ-UHFFFAOYSA-N,DTXCID401006433,-,2,-,-,42,-,1,-,-,-,-
"4,6-dimethoxy-1-methyl-1h-pyrazolo[3,4-d]pyrimidine",6283-17-6,DTXSID00278520,COC1=NC2=C(C=NN2C)C(OC)=N1,COC1=NC2=C(C=NN2C)C(OC)=N1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-12-6-5(4-9-12)7(13-2)11-8(10-6)14-3/h4H,1-3H3",LHXZCQZYTLAQCN-UHFFFAOYSA-N,DTXCID00229678,-,2,-,-,15,-,-,-,-,-,-
Isocaffeine,519-32-4,DTXSID70199859,CN1C=NC2=C1N(C)C(=O)N(C)C2=O,CN1C=NC2=C1N(C)C(=O)N(C)C2=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-5-6(10)11(2)8(14)12(3)7(5)13/h4H,1-3H3",LPHGQDQBBGAPDZ-UHFFFAOYSA-N,DTXCID80122350,-,13,-,-,47,-,1,-,-,1,-
[5-(2-Methoxyethoxy)pyrimidin-2-yl]cyanamide,61533-69-5,DTXSID60816543,COCCOC1=CN=C(NC#N)N=C1,COCCOC1=CN=C(NC#N)N=C1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-13-2-3-14-7-4-10-8(11-5-7)12-6-9/h4-5H,2-3H2,1H3,(H,10,11,12)",MLYGOXHFXJTYSY-UHFFFAOYSA-N,DTXCID80767285,-,1,-,-,5,-,-,-,-,-,-
1-Butyl-3-nitro-1H-pyrazole-4-carbonitrile,61717-03-1,DTXSID30814718,CCCCN1C=C(C#N)C(=N1)[N+]([O-])=O,CCCCN1C=C(C#N)C(=N1)[N+]([O-])=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-2-3-4-11-6-7(5-9)8(10-11)12(13)14/h6H,2-4H2,1H3",MUCYHKZCPGVXAI-UHFFFAOYSA-N,DTXCID00765460,-,1,-,-,4,-,-,-,-,-,-
"6-(2-Hydroxyethyl)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7(1H)-one",62053-06-9,DTXSID50396329,CC1=C(CCO)C(=O)N2NC=NC2=N1,CC1=C(CCO)C(=O)N2NC=NC2=N1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-5-6(2-3-13)7(14)12-8(11-5)9-4-10-12/h4,13H,2-3H2,1H3,(H,9,10,11)",NJFOBDHVHGTQKS-UHFFFAOYSA-N,DTXCID40347188,-,1,-,-,37,-,-,-,-,-,-
NSC400133,7464-92-8,DTXSID30321972,CC(C)N1C=NC2=C1NC(=O)NC2=O,CC(C)N1C=NC2=C1NC(=O)NC2=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-4(2)12-3-9-5-6(12)10-8(14)11-7(5)13/h3-4H,1-2H3,(H2,10,11,13,14)",NRUPICKXZJJQKQ-UHFFFAOYSA-N,DTXCID60273091,-,2,-,-,10,-,-,-,-,-,-
"N,N'-Dicyanoadipamide",35430-91-2,DTXSID60188914,O=C(CCCCC(=O)NC#N)NC#N,O=C(CCCCC(=O)NC#N)NC#N,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-5-11-7(13)3-1-2-4-8(14)12-6-10/h1-4H2,(H,11,13)(H,12,14)",OOGWKDLNKRXYBA-UHFFFAOYSA-N,DTXCID20111405,-,4,-,-,17,-,1,-,-,-,-
3-Nitrobenzylguanidine,93338-63-7,DTXSID70239385,NC(N)=NCC1=CC(=CC=C1)[N+]([O-])=O,NC(N)=NCC1=CC(=CC=C1)[N+]([O-])=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-8(10)11-5-6-2-1-3-7(4-6)12(13)14/h1-4H,5H2,(H4,9,10,11)",OTUQBYYYTWBPMN-UHFFFAOYSA-N,DTXCID90161876,-,7,-,1,19,-,-,-,-,-,-
5-(5-Nitro-1H-pyrazol-1-yl)pentanenitrile,84158-00-9,DTXSID90611927,[O-][N+](=O)C1=CC=NN1CCCCC#N,[O-][N+](=O)C1=CC=NN1CCCCC#N,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-5-2-1-3-7-11-8(12(13)14)4-6-10-11/h4,6H,1-3,7H2",PUBFHAOQXBRIJT-UHFFFAOYSA-N,DTXCID90562682,-,1,-,-,7,-,-,-,-,-,-
"1-{[(5-Methyl-1,2-oxazol-3-yl)methylidene]amino}imidazolidin-2-one",62254-75-5,DTXSID60709865,CC1=CC(C=NN2CCNC2=O)=NO1,CC1=CC(C=NN2CCNC2=O)=NO1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-6-4-7(11-14-6)5-10-12-3-2-9-8(12)13/h4-5H,2-3H2,1H3,(H,9,13)",QCRIBMQRLRTVAT-UHFFFAOYSA-N,DTXCID50660613,-,1,-,-,6,-,-,-,-,-,-
"1,5,7-trimethyl-1h-pyrazolo[3,4-d]pyrimidine-4,6(5h,7h)-dione",4318-52-9,DTXSID60280922,CN1N=CC2=C1N(C)C(=O)N(C)C2=O,CN1N=CC2=C1N(C)C(=O)N(C)C2=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-6-5(4-9-12(6)3)7(13)11(2)8(10)14/h4H,1-3H3",QICGQMKSHUEGMW-UHFFFAOYSA-N,DTXCID50232076,-,2,-,-,17,-,-,-,-,-,-
"1,5,6-Trimethyl-5,6-dihydro-1H-pyrazolo[3,4-d]pyridazine-4,7-dione",83633-47-0,DTXSID50510967,CN1N=CC2=C1C(=O)N(C)N(C)C2=O,CN1N=CC2=C1C(=O)N(C)N(C)C2=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-6-5(4-9-10)7(13)11(2)12(3)8(6)14/h4H,1-3H3",QMAQPHFIDALRPU-UHFFFAOYSA-N,DTXCID60461774,-,1,-,-,4,-,-,-,-,-,-
N-ETHYLDIAZENYL-4-NITRO-ANILINE,91038-03-8,DTXSID70317258,CC\N=N\NC1=CC=C(C=C1)[N+]([O-])=O,CC\N=N\NC1=CC=C(C=C1)[N+]([O-])=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-2-9-11-10-7-3-5-8(6-4-7)12(13)14/h3-6H,2H2,1H3,(H,9,10)",RYRYCGWJMVYUNP-UHFFFAOYSA-N,DTXCID60268381,-,2,-,-,10,-,-,-,-,-,-
Acetaminophen mixture with caffeine and propyphenazone,113623-93-1,DTXSID00150498,CC(=O)NC1=CC=C(O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,4,-,-,4,-,-,-,-,-,-
Aspirin mixture with caffeine,53908-20-6,DTXSID00202183,CC(=O)OC1=CC=CC=C1C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,8,-,-,-,-,-,-
Caffeine,58-08-2,DTXSID0020232,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,2.42E-05,116,3.85,21207,287,2384,1,1,1,1,1
Sodium caffeine benzoate,8000-95-1,DTXSID00230002,[Na+].[O-]C(=O)C1=CC=CC=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,7,-,-,22,3,-,-,-,-,-
"L-Glutamic acid--1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",52243-43-3,DTXSID00722159,N[C@@H](CCC(O)=O)C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,1,-,-,4,-,-,-,-,-,-
"Caffeine, sodium benzoate drug combination",5743-17-9,DTXSID10206016,OC(=O)C1=CC=CC=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,10,-,39,18,3,-,-,-,-,-
"Acetaminophen mixture with caffeine ethaverine, phenobarbital and propyphenazone",77193-78-3,DTXSID10227943,Cl.CC(=O)NC1=CC=C(O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1.CCOC1=C(OCC)C=C(CC2=NC=CC3=CC(OCC)=C(OCC)C=C23)C=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,7,-,2,5,-,-,-,-,-,-
Caffeine sodium salicylate,8002-85-5,DTXSID10230013,[Na+].OC1=CC=CC=C1C([O-])=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,20,-,-,-,-,-,-
Caffeine mixture with phenobarbital,8028-68-0,DTXSID10230210,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,8,-,-,-,-,-,-
"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, sodium salt, mixt. with 3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione",88431-48-5,DTXSID10237042,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,7,-,-,-,-,-,-
"L-Aspartic acid--1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",52243-45-5,DTXSID10722160,N[C@@H](CC(O)=O)C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,1,-,-,3,-,-,-,-,-,-
Vanquish,53908-22-8,DTXSID20202185,[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Al+3].CC(=O)NC1=CC=C(O)C=C1.CC(=O)OC1=CC=CC=C1C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,8,-,-,-,-,-,-
Acetaminophen mixture with caffeine and dipyrone,932748-77-1,DTXSID20239355,[Na+].CC(=O)NC1=CC=C(O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,4,-,31,3,-,-,-,-,-,-
"Acetic acid--1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",5743-16-8,DTXSID20722272,CC(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,1,-,-,5,-,-,-,-,-,-
"Aminopyrine mixture with chlorpromazine, caffeine and phenacetin",8064-83-3,DTXSID30230454,CCOC1=CC=C(NC(C)=O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1.CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,10,-,-,-,-,-,-
Impletol,8013-38-5,DTXSID40230086,Cl.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,7,-,42,10,-,-,-,-,-,-
Aminopyrine mixture with caffeine and phenacetin,8075-94-3,DTXSID40230586,CCOC1=CC=C(NC(C)=O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,7,-,1,11,-,-,-,-,-,-
Salsocain,85886-25-5,DTXSID40235192,[Na+].[Na+].Cl.OC(=O)C1=CC=CC=C1[O-].CN1C=NC2=C1C(=O)N(C)C(=O)N2C.C=CCC1(CC=C)C(=O)NC(=O)NC1=O.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,7,-,-,-,-,-,-
Aspirin mixture with caffeine and dihydrocodeine,956595-89-4,DTXSID40241915,CC(=O)OC1=CC=CC=C1C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.COC1=C2O[C@H]3[C@@H](O)CC[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,2,-,-,4,-,-,-,-,-,-
Acetaminophen mixture with butalbital and caffeine,122018-95-5,DTXSID50153479,CC(=O)NC1=CC=C(O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,10,-,-,-,-,-,-
"Acetaminophen mixture with Caffeine, Codeine and Phenacetin",148159-40-4,DTXSID50163891,CC(=O)NC1=CC=C(O)C=C1.CCOC1=CC=C(NC(C)=O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,3,-,-,-,-,-,-
